sm_cat,ÀÏ½Ã,qty,Æò±Õ±â¿Â(¡ÆC),ÃÖÀú±â¿Â(¡ÆC),ÃÖ°í±â¿Â(¡ÆC),ºÒÄèÁö¼ö,¿­Áö¼ö,Ã¼°¨¿Âµµ
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-01-02,1,-3.147035573122534,-7.526336633663369,2.441980198019801,34.28929958577075,18.694403923112123,-3.2088673560283567
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-01-07,1,-1.1015936254980088,-6.725955734406441,4.925955734406438,37.0306987301321,22.744426474145527,-0.5981026153429752
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-01-09,1,-3.4469428007889547,-8.590909090909102,2.140909090909091,35.920884973902204,18.09518558075365,-2.988471837663273
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-01-10,2,0.2192842942345931,-3.8574552683896655,4.6326043737574585,39.11151790164278,25.3587663762687,0.5551149520224684
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-01-14,2,0.6921104536489151,-4.263438735177867,6.823320158102771,37.21301132644036,26.303683392961695,1.984224248423727
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-01-15,2,0.2966336633663361,-4.684356435643559,5.270099009900993,37.91974409463261,25.51626191662324,-0.1101523348900748
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-01-16,1,-3.689723320158103,-8.459405940594065,1.098019801980198,34.53484885666735,17.61732439450801,-4.199661306432921
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-02-13,1,-0.5108055009823181,-4.948126232741616,4.550295857988164,39.48488736635301,23.90892592910764,-0.4768106377580509
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-02-15,1,1.3519607843137256,-2.275787401574802,4.902165354330712,39.04306904179566,27.607167668730654,1.7569104939942313
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-03-02,2,6.20866141732284,-0.9822485207100592,13.538658777120324,46.55685889307916,37.22065845893079,7.519202569421332
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-03-06,4,7.55187376725838,3.455049504950493,12.997029702970284,47.899692953223294,39.88382455390843,8.6083137070769
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-03-20,6,10.643141153081512,4.446015936254982,16.452589641434255,52.09271159976313,46.0087414831014,11.54764272132934
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-04-03,4,6.46343873517786,-0.9182178217821796,13.517227722772278,48.13795441553983,37.717818200915325,7.102570593954265
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-04-07,7,11.458199999999994,5.883366733466927,17.7250501002004,53.66008497639999,47.6177766,12.779417822933413
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-04-08,4,10.756944444444438,4.232007952286283,17.93240556660041,53.23584703947368,46.22163157894735,11.743653115811796
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-04-10,8,6.742147117296229,4.231075697211151,9.694820717131472,45.38279783310663,38.28876555540443,7.1954622714952805
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-04-15,2,10.147430830039514,1.7548514851485155,18.35960396039604,52.53779596134802,45.01380663295192,11.093260643109694
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-04-30,5,13.891518737672593,8.89150197628458,19.97371541501976,57.11081339769544,52.44309899532858,15.444530136818642
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-05-03,6,15.742716535433065,7.033858267716535,24.92716535433069,59.71605440994612,56.094876255946936,17.294335002999794
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-05-07,11,12.86856581532417,4.518934911242599,20.729388560157783,55.97330323322744,50.40236181434186,14.024313617714483
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-05-08,6,14.522090729783036,6.361067193675887,21.66363636363636,58.0959442781688,53.67394766602304,15.778372899330115
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-05-10,11,16.284523809523805,7.627037773359842,25.235586481113305,60.35495623345864,57.16566136390976,17.955490902467098
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-05-15,2,19.074803149606293,12.80295857988166,26.38658777120317,64.72834450269373,62.69864094148361,20.92809807274746
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-05-30,7,19.23577075098816,11.666798418972324,26.17549407114625,64.24768776367799,63.01027661327235,20.847401138527005
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-06-14,1,19.354437869822497,15.8697628458498,24.09762845849804,65.81927653913957,63.25893705516522,21.252542060244785
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-06-18,1,19.9812749003984,16.300996015936253,24.48705179282868,66.77824499796645,64.49973754237217,21.818000480848365
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-07-05,4,23.91023622047244,17.82169625246549,31.01637080867848,72.10447115109822,72.2745527586407,26.000349119198283
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-07-25,1,25.578019801980204,23.90039682539681,28.13009900990098,77.06525749755082,75.58732094476291,27.667228306076098
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-08-07,12,26.237401574803155,23.075590551181087,30.73169291338584,77.3052446133444,76.88931743389972,28.367044751255207
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-08-26,1,23.502559055118123,18.5265748031496,29.117519685039383,72.28417381210113,71.47147758176546,25.563031879648527
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-09-20,1,18.651282051282067,14.277712031558195,23.285798816568057,64.4266892761134,61.86360999838061,20.31959442128749
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-09-24,2,17.17222222222222,11.943936381709747,24.317892644135178,62.30761427419355,58.93751596774193,19.03845559703436
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-09-26,1,19.96844181459565,15.398619329388564,25.79171597633134,66.82152434132666,64.47487484553098,21.84763488311172
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-10-08,2,15.142632612966594,9.521218074656192,21.00117878192536,59.04078085825356,54.91472807367386,16.342635427916743
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-10-15,2,12.856862745098034,8.151663405088053,18.3228962818004,55.54485854551083,50.391551782662525,14.18306471190166
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-10-16,3,12.968662674650693,7.950695825049694,19.73180914512924,55.68524173116923,50.613961516861,14.654893432158026
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-10-22,1,15.51568627450979,10.28565815324166,22.32141453831042,59.673842196904005,55.65678476037149,17.213234044470354
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-10-25,1,16.19372549019608,11.277996070726914,21.93595284872297,60.67082347616099,56.99760694427245,17.722310371807673
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-10-29,2,12.504518664047172,7.573477406679764,18.09744597249508,55.143585281439385,49.69039589165551,13.654518508964228
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-10-30,1,10.587426326129668,4.96208251473478,17.559921414538298,52.28413422376177,45.89500426257885,11.941907156073931
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-11-01,1,13.633072407045017,8.294520547945206,20.73326810176123,56.75863383551345,51.92766325015966,15.28245350512606
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-11-06,2,10.737450980392165,5.266470588235296,17.87647058823531,52.3738529706515,46.193751371284016,12.30202869593785
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-11-07,1,9.966011787819255,4.951080550098235,16.027504911591375,51.478712182753,44.66337933988213,10.901673943141606
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-11-11,1,11.466334661354583,7.2934131736526915,16.12714570858283,53.44956547490888,47.63742762948207,12.20909499346664
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-11-13,1,8.766862745098045,3.416110019646364,13.81237721021611,49.18756606860681,42.2936214142415,9.585736261159006
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-11-25,6,5.0307086614173215,2.302559055118112,9.718897637795267,43.852344854079405,34.8936971496063,5.116969002416471
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-11-27,1,5.503710937500003,1.9699218750000007,9.245703125000007,44.9751708147648,35.828054156250005,6.013466109113267
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-12-03,2,1.8533333333333328,-3.0662082514734785,6.126719056974457,39.45468773191489,28.6010705,2.35384079018878
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-12-06,1,-3.7003937007874015,-8.047337278106506,1.706311637080868,34.893167456527145,17.595223398756737,-3.7728113788525657
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-12-09,6,3.0344422700587104,-3.2837573385518573,9.502739726027396,40.76234289569261,30.94146360869474,3.96346432721708
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-12-13,1,1.60764705882353,-4.477843137254908,7.940588235294119,40.21431589529412,28.110464008049533,2.651720816606106
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-12-14,2,3.551574803149604,-0.5833005893909623,8.418467583497051,42.442715288727726,31.961467383920432,4.027853475261715
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-12-27,2,-0.0890838206627687,-3.803898635477582,4.322612085769978,38.31660778485687,24.74945661403509,-0.2570459249492259
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-01-01,2,-1.0769230769230762,-5.607495069033532,4.4601577909270205,37.55957454251012,22.79175828663968,-0.6915158939366728
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-01-03,1,-2.437154150197632,-6.161660079051382,2.1436758893280623,36.317637539820026,20.096955782608685,-2.749178397412533
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-01-04,2,-2.4779092702169625,-6.4956607495069045,1.4138067061143986,35.29011403120522,20.018996455496733,-1.9236977534596127
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-01-06,1,-1.503162055335966,-6.079841897233199,4.484387351778655,36.30257630497192,21.949876077803207,-1.3783442912494157
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-01-07,1,-0.2454545454545449,-6.581027667984192,4.668181818181819,37.095390797129184,24.443104873684216,1.0431569172003974
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-01-09,1,-1.9661999999999973,-4.423399999999998,1.0033999999999994,34.29266307724211,21.03705297894737,-3.1756115562928846
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-01-11,5,-8.65956175298806,-11.814171656686634,-4.758083832335328,25.35538861530473,7.782692229083637,-9.99574513905985
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-01-12,2,-8.862000000000009,-13.871399999999994,-4.045399999999999,25.97092491073682,7.380028021052617,-9.405576828595224
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-01-15,1,3.953293413173653,-0.8259481037924148,9.793812375249498,42.12596968572329,32.760899863346985,4.838166595872364
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-01-16,2,3.66958250497018,-1.0764356435643556,7.609306930693064,40.44302370589097,32.20467600194622,4.964404724627025
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-01-18,3,2.9196850393700777,-0.6728346456692907,6.89153543307087,40.46979279834231,30.714735241110645,3.703820296335445
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-01-23,1,-7.110358565737062,-10.605399999999996,-0.1944,30.23577102000417,10.844186587209036,-9.058543980575658
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-01-24,1,-10.837848605577692,-13.852894211576844,-6.907584830339329,27.01476147762633,3.460788876745646,-12.798091316006548
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-01-25,2,-10.418849206349195,-14.224600000000004,-5.822800000000004,26.933895599248128,4.291542613533853,-12.229482978959462
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-01-26,2,-10.870941883767532,-14.44468937875752,-6.24849699398798,25.748528250268954,3.3975627332981824,-12.680597381623858
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-01-27,4,-7.458764940239046,-14.686254980079688,-0.4408366533864535,30.167269050744384,10.153517734116155,-7.15502967220339
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-01-31,2,-1.6481999999999997,-6.434869739478954,2.75951903807615,36.045879156715785,21.66287608421053,-0.8825079377112406
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-02-01,2,-3.0637450199203204,-8.456374501992038,3.390637450199202,35.32678590857621,18.85681040792619,-2.589439660427207
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-02-05,1,-7.821713147410362,-12.10775347912524,-3.254671968190859,29.26612364206332,9.435818304969589,-9.18039601394459
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-02-08,2,-4.245090180360721,-11.282931726907623,3.507831325301205,33.8725052631368,16.517555032359454,-3.428961487688886
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-02-09,1,0.7772908366533864,-6.625349301397214,7.550898203592806,39.351538634640384,26.4653593197316,1.7549215163263
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-02-24,2,3.61049504950495,-1.450297029702968,9.3809900990099,42.55170391664409,32.07802062959875,4.371673889264261
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-02-28,4,5.157905138339926,1.7249011857707517,8.962055335968376,43.00557533207822,35.15085228970253,5.097489599384574
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-03-01,1,1.9597609561752989,-2.442942345924455,5.758846918489062,40.55203847603271,28.808220451121837,0.8451103483057467
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-03-05,5,5.109240246406571,1.4683127572016457,10.93415637860082,42.84866267521517,35.054894187885004,5.0267758206068445
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-03-06,1,3.8609561752988055,-1.214970059880239,10.037125748502994,42.4669039207381,32.57591606919689,4.500649671240628
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-03-15,1,11.94345238095237,7.163293650793652,15.453769841269848,53.71250402443607,48.590967987969904,12.930576780192409
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-03-19,2,8.092047713717692,5.1302186878727625,11.158449304174956,47.47181315190959,40.962482515266295,8.415349557973537
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-03-20,1,4.636435643564354,1.4069306930693066,8.094455445544552,44.47782318928608,34.10714085846795,3.839653063005212
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-03-21,3,1.459566074950688,-0.0532544378698225,3.4431952662721867,36.83138290252257,27.82888205998131,1.1082369439164457
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-03-25,1,9.449407114624512,3.2428853754940703,17.190711462450583,50.82518516513419,43.6395637290618,10.533839556136405
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-03-26,1,10.490711462450587,3.534387351778657,18.59209486166008,52.421065099001446,45.700143632494274,11.73117417064293
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-04-01,1,14.628514851485148,8.716468253968255,20.23809523809521,58.27463027656072,53.89683646909849,16.033733935849785
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-04-02,4,16.544554455445546,10.848712871287129,23.05702970297031,61.16626998645128,57.69133946388745,17.946717273638946
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-04-06,1,7.169169960474308,3.310099009900989,12.196039603960417,47.08050147027252,39.12775707963387,6.963814986295263
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-04-09,3,9.442063492063491,3.53452380952381,16.36904761904763,50.996049530827065,43.62330167218045,10.56971270886881
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-04-11,1,14.05588822355289,8.251394422310758,19.54960159362549,57.47862033406869,52.75590757737156,14.8287553205023
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-04-12,2,12.214711729622264,4.717764471057879,19.965269461077845,55.30583039028984,49.10403806675735,13.28170896909705
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-04-16,4,9.966930693069306,3.2222222222222245,16.7343253968254,51.61553717909327,44.66376221438249,11.125444662874472
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-04-18,6,11.760869565217387,4.4009900990099045,19.742376237623755,54.33106895467159,48.212973739130426,13.104088868326784
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-04-20,2,16.449209486166026,7.618613861386135,25.947920792079177,60.66477083436658,57.494084551029786,18.173765122642777
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-04-23,2,11.098409542743536,10.072564612326046,13.212524850894624,52.24719917599664,46.91801915779009,11.5199966619093
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-04-24,1,11.294023904382472,8.315139442231073,14.204980079681269,52.85308964931852,47.30127330962467,12.1077677144275
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-04-26,1,13.559920634920628,5.915247524752472,21.40891089108912,56.75198960375939,51.777172351879685,15.040964332569056
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-04-30,3,17.515079365079377,11.38829365079365,24.0230158730159,62.58786892706769,59.61233513233085,19.083040142633248
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-05-01,2,17.87069306930691,13.230158730158738,22.673214285714284,63.48335170897339,60.321496087754,19.592378885840844
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-05-02,6,14.243824701195225,9.523061630218685,18.695626242544737,57.66064109705859,53.14462440836655,15.33333471781136
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-05-06,1,15.361752988047828,13.420079522862832,18.20019880715705,59.587299116796,55.35996607422944,16.754715168221104
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-05-09,3,12.842094861660078,8.314426877470366,18.28379446640315,55.60100285373414,50.35997126819221,14.01816850948247
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-05-11,1,15.719642857142858,9.16924603174603,22.33214285714288,59.80982024642857,56.05381665714286,17.272683638154994
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-05-12,3,15.167391304347824,12.592490118577068,17.645256916996072,59.19923551395881,54.97173208787186,16.45167734353404
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-05-16,6,21.720883534136554,19.51126760563381,24.0466800804829,70.33315786016408,67.94936189759036,23.348783003783748
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-05-18,8,16.687374749499,12.79519038076152,20.90340681362726,61.83881428749973,57.983801315835976,18.043087538104896
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-05-20,3,14.964285714285706,8.96190476190477,20.97698412698413,58.71832914285713,54.5564329142857,15.949463700793387
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-05-23,2,16.93206412825651,11.406212424849704,22.785370741482943,61.7043621287206,58.45772798447421,18.229050410061877
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-05-24,1,17.64900398406372,9.292031872509954,25.09442231075696,62.37196708702031,59.87134294107775,19.125077728223676
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-05-26,1,19.00357142857144,11.56746031746033,26.824603174603165,64.57970278909777,62.55713213383462,20.790881343802923
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-05-30,4,19.51579999999999,15.465130260521034,24.841482965931863,66.12425875113684,63.57888350526314,21.310002641969
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-05-31,12,18.510735586481115,12.94592445328031,24.81232604373756,64.04481015785288,61.583376261232615,20.20667724135592
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-06-03,1,21.22936507936509,14.3827380952381,28.93015873015874,67.44945395714288,66.96180705714288,23.157537469381214
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-06-08,5,21.01984126984125,16.558531746031758,26.591071428571425,68.0705047105263,66.55354079849621,22.86797743359693
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-06-14,2,19.75029702970297,16.56792079207921,24.10138613861386,66.17651431266285,64.04029390828558,21.323838570397957
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-06-15,3,19.148310139164973,15.403180914512928,23.927037773359867,64.96584230967872,62.84550374923087,20.627957999056143
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-06-20,6,21.44729458917836,17.024048096192377,27.2492985971944,68.77187328682629,67.40021500236261,23.28306344148855
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-06-22,1,22.57614314115308,15.629423459244542,30.087673956262417,69.23496634353876,69.62790121948309,24.574334222394903
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-06-25,2,24.18123752495009,17.72594810379241,31.234131736526965,72.15506690097698,72.80941316255908,26.25679426556011
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-06-26,3,22.46004016064257,19.54518072289155,25.507028112449827,71.49093861908688,69.41232906544072,24.161048416215785
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-07-04,4,24.81526104417671,21.252313883299788,29.881690140845045,74.81331841559789,74.07272907177096,26.85648756889248
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-07-06,4,21.467330677290825,19.40099800399203,24.1193612774451,69.44526418695429,67.44423024103584,23.115895900286485
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-07-14,3,26.639363817097404,22.557884231536907,31.803393213572825,77.20571561988069,77.68225354732655,28.802377754676893
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-07-18,14,26.48957915831664,21.6936,32.36760000000002,76.73421389461029,77.38475130188802,28.68155683785954
