"","sns2019_2.date","sns2019_2.big_cat","sns2019_2.sm_cat","sns2019_2.cnt"
"107","20190701","뷰티","클렌징 티슈",4.422906
"108","20190701","뷰티","클렌징 폼",21.256819
"109","20190701","뷰티","태닝용 선크림",1.626947
"110","20190701","뷰티","트리트먼트",36.84443
"111","20190701","뷰티","팩도구",1.554061
"112","20190701","뷰티","풋스프레이",2.198844
"113","20190701","뷰티","풋워시/스크럽",1.349626
"114","20190701","뷰티","풋크림",1.032786
"115","20190701","뷰티","풋패치",1.470864
"116","20190701","뷰티","핸드워시/스크럽",0.471668
"117","20190701","뷰티","핸드크림",12.122196
"118","20190701","뷰티","향수세트",4.154555
"119","20190701","뷰티","헤어 브러쉬",3.987524
"120","20190701","뷰티","헤어매니큐어",1.190726
"121","20190701","뷰티","헤어무스",20.797698
"122","20190701","뷰티","헤어스타일링용 염색약",10.190498
"123","20190701","뷰티","헤어스타일링용 펌제",70.633631
"124","20190701","뷰티","헤어스타일링용 흑채",0.568205
"125","20190701","뷰티","헤어스프레이",57.179712
"126","20190701","뷰티","헤어에센스",20.619042
"127","20190701","뷰티","헤어왁스",38.048462
"128","20190701","뷰티","헤어젤",11.225686
"129","20190701","뷰티","헤어케어세트",2.547505
"130","20190701","뷰티","화장 비누",2.562175
"131","20190701","뷰티","화장 퍼프",24.573797
"132","20190701","식품","홍삼 분말/환",1.60993
"133","20190701","식품","탄산음료",16.560976
"134","20190701","식품","헛개/가시오가피",4.251092
"135","20190701","식품","한방 분말/환제품",4.546178
"136","20190701","식품","이온음료",4.808004
"137","20190701","식품","다이어트보조식",11.033185
"138","20190701","식품","스피루리나 영양제",1.628794
"139","20190701","식품","홍차",25.571296
"140","20190701","식품","배추김치",18.28342
"141","20190701","식품","프로바이오틱스",15.155794
"142","20190701","식품","커피음료",1.67236
"143","20190701","식품","과실차",0
"144","20190701","식품","원두커피",8.864896
"145","20190701","식품","쌀",154.19985
"146","20190701","식품","견과류 땅콩",66.024492
"147","20190701","식품","환자식",0.464581
"148","20190701","식품","과일세트",12.014787
"149","20190701","식품","견과류 캐슈넛",2.603875
"150","20190701","식품","기타 한방/환제품",242.469428
"151","20190701","식품","코코아/핫초코",16.194662
"152","20190701","식품","아이스티",23.641652
"153","20190701","식품","캡슐/POD커피",56.278539
"154","20190701","식품","건대추",0.3127
"155","20190701","식품","닭가슴살",108.584055
"156","20190701","식품","건강즙/녹용",11.669962
"157","20190701","식품","전복 생물",72.779876
"158","20190701","식품","옻/칡/쑥즙",0.13956
"159","20190701","식품","잡곡",7.555371
"160","20190701","식품","식혜/수정과",23.612553
"161","20190701","식품","콜라겐/코큐텐 영양제",4.384592
"162","20190701","식품","요거트/발효유",133.8292
"163","20190701","식품","양파/마늘즙",5.659597
"164","20190701","식품","백김치",15.573842
"165","20190701","식품","한방재료",1.569262
"166","20190701","식품","밀크티/티라떼",110.250429
"167","20190701","식품","기타 농산물",25.823614
"168","20190701","식품","김치류",455.415623
"169","20190701","식품","갓김치",9.083939
"170","20190701","식품","허브차",3.658949
"171","20190701","식품","젓갈류",22.71419
"172","20190701","식품","카페용 초콜릿시럽",18.613675
"173","20190701","식품","도라지/더덕",10.104177
"174","20190701","식품","무김치",3.483252
"175","20190701","식품","홍삼절편/홍삼정과",0.601786
"176","20190701","식품","물김치",11.538338
"177","20190701","식품","건어물 쥐포",1.172871
"178","20190701","식품","반찬류",378.723643
"179","20190701","식품","연어/훈제연어",108.27054
"180","20190701","식품","포도/거봉/체리",165.74829
"181","20190701","식품","미숫가루/곡물가루",24.484445
"182","20190701","식품","곶감/반건시",3.401916
"183","20190701","식품","프라페/버블티 파우더",8.073918
"184","20190701","식품","혼합곡",0
"185","20190701","식품","탄산수",26.645326
"186","20190701","식품","칼슘/철분 영양제",10.965151
"187","20190701","식품","복분자/석류/과실즙",26.295111
"188","20190701","식품","차 선물세트",70.880388
"189","20190701","식품","해조류 다시마",22.313115
"190","20190701","식품","비타민",210.680673
"191","20190701","식품","흰우유",3.78724
"192","20190701","식품","건바나나",0
"193","20190701","식품","유자차",2.886401
"194","20190701","식품","기타 주스류",131.046185
"195","20190701","식품","견과류",55.848066
"196","20190701","식품","잡곡 씨드류",0
"197","20190701","식품","아몬드유/코코넛밀크",3.080276
"198","20190701","식품","홍삼/인삼 제품",6.556466
"199","20190701","식품","국내산 돈육",4.885934
"200","20190701","식품","오징어",151.630853
"201","20190701","식품","해조류 미역",45.967971
"202","20190701","식품","음용 식초",53.018586
"203","20190701","식품","선식",5.973763
"204","20190701","식품","프로폴리스/로얄젤리",9.947213
"205","20190701","식품","오메가3/스쿠알렌 영양제",6.928142
"206","20190701","식품","홍삼액/홍삼정",2.036723
"207","20190701","식품","견과류 호두",53.86875
"208","20190701","식품","건어물 황태",11.908185
"209","20190701","식품","배/포도/과일즙",0.690711
"210","20190701","식품","다이어트용 헬스보충식품",10.812897
"211","20190701","식품","해초류 ",9.243231
"212","20190701","식품","루테인/눈 영양제",15.842419
"213","20190701","식품","둥굴레차",0.399271
"214","20190701","식품","혼합견과",0
"215","20190701","식품","고등어",73.810908
"216","20190701","식품","차/곡물 음료",44.937167
"217","20190701","식품","구이/수육용 돈육",12.01346
"218","20190701","식품","과채 음료/주스",1.807713
"219","20190701","식품","토마토",221.623793
"220","20190701","식품","견과류 피스타치오",9.779835
"221","20190701","식품","견과류 잣/은행",230.482865
"222","20190701","식품","파김치",11.539341
"223","20190701","식품","에이드",127.28187
"224","20190701","식품","굴비/조기",200.397713
"225","20190701","식품","숙취/에너지/건강 음료",37.3033
"226","20190701","식품","곡물차",0.166054
"227","20190701","식품","녹차",79.701523
"228","20190701","식품","어린이영양제",5.220097
"229","20190701","식품","견과류 카카오닙스",4.374301
"230","20190701","식품","두유",46.46601
"231","20190701","식품","과일류",2.613867
"232","20190701","식품","야채/호박즙",8.005473
"233","20190701","식품","감자",348.935
"234","20190701","식품","딸기/복분자/블루베리",349.294287
"235","20190701","식품","건자두",1.046959
"236","20190701","식품","어린이 음료",11.216496
"237","20190701","식품","생수",60.281674
"238","20190701","식품","감마리놀렌산 영양제",1.005249
"239","20190701","식품","옥수수차",1.813473
"240","20190701","식품","건어물 마른오징어",1.538561
"241","20190701","식품","건어물 멸치",79.271558
"242","20190701","식품","홍삼 간식",2.392971
"243","20190701","식품","인스턴트커피",3.45175
"244","20190701","식품","더치커피",12.050478
"245","20190701","식품","홍삼 음료",2.645596
"246","20190701","식품","한우육",88.475789
"247","20190701","식품","어린이홍삼",3.214828
"248","20190701","식품","글루코사민/키토산 영양제",0.887992
"249","20190701","식품","전통차",2.081072
"250","20190701","식품","표고버섯",19.172941
"251","20190701","식품","율무차",1.253681
"252","20190701","식품","쌈채소",14.1798
"253","20190701","식품","감귤/한라봉/오렌지",193.53718
"254","20190701","식품","건포도",5.096037
"255","20190701","식품","바나나/파인애플/망고",346.087437
"256","20190701","식품","소고기 등심/안심",13.453832
"257","20190701","식품","딸기우유",17.043894
"258","20190701","식품","주꾸미",3.666861
"259","20190701","식품","견과류 밤",3.675756
"260","20190701","식품","수산 생물",0.711971
"261","20190701","식품","유제품 음료",1.60705
"262","20190701","식품","마늘/생강",188.940113
"263","20190701","식품","레몬/자몽",357.084697
"264","20190701","식품","나물",89.392147
"265","20190701","식품","조개",86.740065
"266","20190701","식품","건어물 진미채",10.482116
"267","20190701","식품","건망고",1.183639
"268","20190701","식품","생선류",2.155847
"269","20190701","식품","저/무지방우유",5.374356
"270","20190701","식품","비타민/화이바 음료",11.207857
"271","20190701","식품","인삼/수삼/산삼",23.873088
"272","20190701","식품","파/양파",382.569533
"273","20190701","식품","건어물 건새우",2.244772
"274","20190701","식품","클로렐라 영양제",2.312944
"275","20190701","식품","상황버섯",0.697797
"276","20190701","식품","랍스타",14.244088
"277","20190701","식품","오리고기/훈제오리",38.769219
"278","20190701","식품","건강즙",2.129854
"279","20190701","식품","반건조고구마",0.173138
"280","20190701","식품","고추/피망/파프리카",233.04215
"281","20190701","식품","가공란",3.434117
"282","20190701","식품","새우/대하",291.475237
"283","20190701","식품","초코우유",13.75409
"284","20190701","식품","참외/메론/수박",287.018613
"285","20190701","식품","보리차",19.21772
"286","20190701","식품","옥돔",3.416291
"287","20190701","식품","명태/동태",17.75526
"288","20190701","식품","키위/참다래",37.586687
"289","20190701","식품","낙지",53.47336
"290","20190701","식품","게장류",37.83831
"291","20190701","식품","양배추/양상추",87.738524
"292","20190701","식품","미나리",16.193409
"293","20190701","식품","가자미",10.631714
"294","20190701","식품","옥수수",138.104303
"295","20190701","식품","생닭/닭부분육",4.884308
"296","20190701","식품","영지버섯",1.400328
"297","20190701","식품","문어",70.374909
"298","20190701","식품","건어물 노가리",11.121964
"299","20190701","식품","믹스 채소",0.971682
"300","20190701","식품","계란",278.268417
"301","20190701","식품","견과류 마카다미아",6.368277
"302","20190701","식품","호박",97.267773
"303","20190701","식품","새송이버섯",7.758161
"304","20190701","식품","감말랭이",0.637722
"305","20190701","식품","닭 양념육",0.505249
"306","20190701","식품","브로콜리/셀러리",41.789023
"307","20190701","식품","갈치",48.40574
"308","20190701","식품","양념 돈육",13.713666
"309","20190701","식품","어린잎/새싹채소",4.88328
"310","20190701","식품","홍어",18.197207
"311","20190701","식품","생식/선식 분말",1.217205
"312","20190701","식품","절임배추/김치속",0.748433
"313","20190701","식품","갈비/찜/바비큐용 돈육",2.795894
"314","20190701","식품","장조림/카레용 돈육",4.197278
"315","20190701","식품","어란(생선알)",0.505249
"316","20190701","식품","굴 생물",41.476139
"317","20190701","식품","감/홍시",406.330933
"318","20190701","식품","장어",59.423814
"319","20190701","식품","커피용 프림",0.8851
"320","20190701","식품","초유 영양제",1.541441
"321","20190701","식품","수입우육",1.270209
"322","20190701","식품","마/야콘",388.22164
"323","20190701","식품","오이/가지",1989.153267
"324","20190701","식품","과일채소 분말/분태",0.375655
"325","20190701","식품","전통주",4.267822
"326","20190701","식품","시금치",39.648248
"327","20190701","식품","양념우육",17.101933
"328","20190701","식품","삼치",7.673645
"329","20190701","식품","우엉/연근",25.487525
"330","20190701","식품","갈비용 우육",0
"331","20190701","식품","꽃게",21.865918
"332","20190701","식품","대게/킹크랩",29.354156
"333","20190701","식품","바나나우유",13.208222
"334","20190701","식품","느타리버섯",5.870439
"335","20190701","식품","메추리알",13.721156
"336","20190701","식품","무/배추",553.825823
"337","20190701","식품","윙봉/닭다리/날개",102.762398
"338","20190701","식품","콩나물/숙주",128.201018
"339","20190701","식품","부추",62.56057
"340","20190701","식품","돼지 곱창",10.875082
"341","20190701","식품","회",255.78871
"342","20190701","식품","소고기 육회",52.559848
"343","20190701","식품","카페 푸드",133.867274
"344","20190701","냉난방가전","온풍기",1.267855
"345","20190701","냉난방가전","스탠드형 냉온풍기",0
"346","20190701","냉난방가전","제습기",51.042081
"347","20190701","냉난방가전","컨벡터",0.289086
"348","20190701","냉난방가전","라디에이터",5.76709
"349","20190701","냉난방가전","이동형 에어컨",6.157948
"350","20190701","냉난방가전","공기청정기",73.303808
"351","20190701","냉난방가전","히터",14.668844
"352","20190701","냉난방가전","전기온수기",1.614137
"353","20190701","냉난방가전","업소용 선풍기",1.26784
"354","20190701","냉난방가전","멀티형 에어컨",1.813772
"355","20190701","냉난방가전","에어워셔",0.08657
"356","20190701","냉난방가전","돈풍기",0.605984
"357","20190701","냉난방가전","탁상/USB 선풍기",5.117549
"358","20190701","냉난방가전","스탠드형 에어컨",18.852678
"359","20190701","냉난방가전","벽걸이 에어컨",32.277113
"360","20190701","냉난방가전","초음파식 가습기",0.259711
"361","20190701","냉난방가전","휴대용 선풍기",10.466463
"362","20190701","냉난방가전","온수매트",2.436519
"363","20190701","냉난방가전","벽걸이형 냉온풍기",0
"364","20190701","냉난방가전","보일러",31.218682
"365","20190701","냉난방가전","냉풍기",6.856271
"366","20190701","냉난방가전","벽걸이형 선풍기",4.500562
"367","20190701","냉난방가전","자연식 가습기",0.086564
"368","20190701","냉난방가전","중대형 에어컨",1.3838
"369","20190701","냉난방가전","난방용 열풍기",0.086569
"370","20190701","냉난방가전","가열식 가습기",0
"371","20190701","냉난방가전","천장형 에어컨",8.329068
"372","20190701","냉난방가전","전기장판",7.008151
"373","20190701","냉난방가전","카페트매트",11.175954
"374","20190701","냉난방가전","공기정화 용품",3.191489
"375","20190701","냉난방가전","온열매트",0.601786
"376","20190701","냉난방가전","에어컨 리모컨",8.96281
"377","20190701","냉난방가전","황토매트",0.173138
"378","20190701","냉난방가전","복합식 가습기",0
"379","20190701","냉난방가전","가스온수기",0.259707
"380","20190701","냉난방가전","산림욕기",0.305614
"381","20190701","냉난방가전","에어커튼",0.459347
"382","20190701","냉난방가전","신발건조기",1.83606
"383","20190701","냉난방가전","의류건조기",4.403499
"384","20190702","뷰티","기능성 링클케어 화장품",19.396658
"385","20190702","뷰티","기능성 모공관리 화장품",75.946438
"386","20190702","뷰티","기능성 아이케어 화장품",4.749727
"387","20190702","뷰티","기능성 영양보습 화장품",7.772348
"388","20190702","뷰티","기능성 트러블케어 화장품",76.416087
"389","20190702","뷰티","기능성 화이트닝 화장품",27.339887
"390","20190702","뷰티","기능성 화장품 세트",12.754362
"391","20190702","뷰티","기초 화장용 로션",124.732577
"392","20190702","뷰티","기초 화장용 미스트",38.221043
"393","20190702","뷰티","기초 화장용 스킨",3.936951
"394","20190702","뷰티","기초 화장용 에센스",78.425014
"395","20190702","뷰티","기초 화장용 오일/앰플",49.118637
"396","20190702","뷰티","기초 화장용 크림",84.432745
"397","20190702","뷰티","남성 로션",6.487355
"398","20190702","뷰티","남성 메이크업",23.195036
"399","20190702","뷰티","남성 선케어",1.958694
"400","20190702","뷰티","남성 세트",1.691504
"401","20190702","뷰티","남성 쉐이빙",1.630657
"402","20190702","뷰티","남성 스킨",12.93015
"403","20190702","뷰티","남성 에센스",4.484883
"404","20190702","뷰티","남성 크림",4.252645
"405","20190702","뷰티","남성 클렌징",2.276405
"406","20190702","뷰티","남성향수",8.31921
"407","20190702","뷰티","네일 메이크업 용품",26.53483
"408","20190702","뷰티","네일관리 소품",2.297912
"409","20190702","뷰티","네일리무버",2.2796
"410","20190702","뷰티","네일세트",7.186013
"411","20190702","뷰티","네일아트",34.509924
"412","20190702","뷰티","네일컬러",89.53534
"413","20190702","뷰티","네일케어",67.670618
"414","20190702","뷰티","데오드란트",4.72389
"415","20190702","뷰티","린스",20.206734
"416","20190702","뷰티","립앤아이 리무버",2.577401
"417","20190702","뷰티","메이크업 박스",3.63909
"418","20190702","뷰티","메이크업 브러쉬",5.866621
"419","20190702","뷰티","미용가위",1.78736
"420","20190702","뷰티","바디 보습제",1.301838
"421","20190702","뷰티","바디 세트",9.403581
"422","20190702","뷰티","바디 스크럽",3.285587
"423","20190702","뷰티","바디 클렌져",4.986539
"424","20190702","뷰티","바디케어용 땀패드",4.580678
"425","20190702","뷰티","바디케어용 때비누",0.087079
"426","20190702","뷰티","바디케어용 볼륨업크림",1.802043
"427","20190702","뷰티","바디케어용 슬리밍",5.990323
"428","20190702","뷰티","바디케어용 제모제",0.141158
"429","20190702","뷰티","바디케어용 청 결제",9.120113
"430","20190702","뷰티","베이스 메이크업 세트",7.793113
"431","20190702","뷰티","베이스 메이크업용 BB크림",7.36773
"432","20190702","뷰티","베이스 메이크업용 CC크림",1.424301
"433","20190702","뷰티","베이스 메이크업용 가루파우더",0.288276
"434","20190702","뷰티","베이스 메이크업용 메이크업베이스",14.623185
"435","20190702","뷰티","베이스 메이크업용 컨실러",8.120433
"436","20190702","뷰티","베이스 메이크업용 쿠션팩트",7.479187
"437","20190702","뷰티","베이스 메이크업용 트윈케이크",0.174157
"438","20190702","뷰티","베이스 메이크업용 파우더팩트",4.310557
"439","20190702","뷰티","베이스 메이크업용 파운데이션",27.325576
"440","20190702","뷰티","베이스 메이크업용 프라이머",16.33786
"441","20190702","뷰티","뷰티 눈썹정리도구",0.552708
"442","20190702","뷰티","뷰티 속눈썹/쌍꺼풀",1.196069
"443","20190702","뷰티","뷰티 손거울",5.534607
"444","20190702","뷰티","뷰티 타투",13.953834
"445","20190702","뷰티","뷰티 헤어캡",1.126066
"446","20190702","뷰티","뷰티 화장솜",13.460562
"447","20190702","뷰티","뷰티 화장품 공병/케이스",9.914018
"448","20190702","뷰티","뷰티용 기름종이",3.814862
"449","20190702","뷰티","뷰티용 면봉/귀이개",15.241532
"450","20190702","뷰티","뷰티용 뷰러",19.708299
"451","20190702","뷰티","뷰티용 샤프너",0.141157
"452","20190702","뷰티","뷰티용 여드름압출기",0.402395
"453","20190702","뷰티","색조 메이크업 립글로스",3.968966
"454","20190702","뷰티","색조 메이크업 립라이너",0.846943
"455","20190702","뷰티","색조 메이크업 립밤",12.20885
"456","20190702","뷰티","색조 메이크업 립스틱",52.433158
"457","20190702","뷰티","색조 메이크업 립틴트",54.235228
"458","20190702","뷰티","색조 메이크업 마스카라",21.377112
"459","20190702","뷰티","색조 메이크업 볼터치",6.243211
"460","20190702","뷰티","색조 메이크업 세트",3.054156
"461","20190702","뷰티","색조 메이크업 속눈썹영양제",19.361218
"462","20190702","뷰티","색조 메이크업 쉐딩/하이라이터",8.785011
"463","20190702","뷰티","색조 메이크업 아이라이너",10.124881
"464","20190702","뷰티","색조 메이크업 아이브로우",7.673478
"465","20190702","뷰티","색조 메이크업 아이섀도우",5.820891
"466","20190702","뷰티","샤워코롱",0.168197
"467","20190702","뷰티","샴푸",129.491895
"468","20190702","뷰티","선로션",0.889067
"469","20190702","뷰티","선스프레이",1.636272
"470","20190702","뷰티","선케어용 선밤",0.11411
"471","20190702","뷰티","선크림",97.967843
"472","20190702","뷰티","선파우더",0.027039
"473","20190702","뷰티","세안도구",0.168197
"474","20190702","뷰티","손톱정리도구",0.28825
"475","20190702","뷰티","스크럽/필링크림",13.286782
"476","20190702","뷰티","스킨케어 곡물팩",0.375355
"477","20190702","뷰티","스킨케어 마스크팩",58.114322
"478","20190702","뷰티","스킨케어 수면팩",3.802594
"479","20190702","뷰티","스킨케어 시트마스크팩",1.990547
"480","20190702","뷰티","스킨케어 워시오프팩",1.700571
"481","20190702","뷰티","스킨케어 코팩",2.460526
"482","20190702","뷰티","스킨케어 필오프팩",2.388559
"483","20190702","뷰티","애프터선",0.195236
"484","20190702","뷰티","여성향수",11.052088
"485","20190702","뷰티","입욕제",14.932704
"486","20190702","뷰티","클렌징 로션",7.269453
"487","20190702","뷰티","클렌징 오일",21.457721
"488","20190702","뷰티","클렌징 워터/젤",15.2332
"489","20190702","뷰티","클렌징 크림",13.880428
"490","20190702","뷰티","클렌징 티슈",6.018153
"491","20190702","뷰티","클렌징 폼",26.379169
"492","20190702","뷰티","태닝용 선크림",1.53165
"493","20190702","뷰티","트리트먼트",38.64491
"494","20190702","뷰티","팩도구",2.314593
"495","20190702","뷰티","풋스프레이",2.250166
"496","20190702","뷰티","풋워시/스크럽",2.135598
"497","20190702","뷰티","풋크림",1.941247
"498","20190702","뷰티","풋패치",1.634655
"499","20190702","뷰티","핸드워시/스크럽",1.28873
"500","20190702","뷰티","핸드크림",11.718964
"501","20190702","뷰티","향수세트",2.657722
"502","20190702","뷰티","헤어 브러쉬",4.81097
"503","20190702","뷰티","헤어매니큐어",1.300224
"504","20190702","뷰티","헤어무스",20.775365
"505","20190702","뷰티","헤어스타일링용 염색약",9.6787
"506","20190702","뷰티","헤어스타일링용 펌제",70.87543
"507","20190702","뷰티","헤어스타일링용 흑채",0.612748
"508","20190702","뷰티","헤어스프레이",54.116082
"509","20190702","뷰티","헤어에센스",23.800671
"510","20190702","뷰티","헤어왁스",36.669875
"511","20190702","뷰티","헤어젤",11.616045
"512","20190702","뷰티","헤어케어세트",1.531656
"513","20190702","뷰티","화장 비누",2.2732
"514","20190702","뷰티","화장 퍼프",25.445983
"515","20190702","식품","홍삼 분말/환",1.38811
"516","20190702","식품","탄산음료",16.746874
"517","20190702","식품","헛개/가시오가피",2.952766
"518","20190702","식품","한방 분말/환제품",1.996847
"519","20190702","식품","이온음료",5.327861
"520","20190702","식품","다이어트보조식",11.802518
"521","20190702","식품","스피루리나 영양제",2.017586
"522","20190702","식품","홍차",25.565996
"523","20190702","식품","배추김치",16.712275
"524","20190702","식품","프로바이오틱스",16.228532
"525","20190702","식품","커피음료",1.511385
"526","20190702","식품","과실차",0.027039
"527","20190702","식품","원두커피",8.065548
"528","20190702","식품","쌀",165.085212
"529","20190702","식품","견과류 땅콩",64.719878
"530","20190702","식품","환자식",0.59167
"531","20190702","식품","과일세트",15.212039
"532","20190702","식품","견과류 캐슈넛",3.201702
"533","20190702","식품","기타 한방/환제품",231.324
"534","20190702","식품","코코아/핫초코",21.802447
"535","20190702","식품","아이스티",27.064338
"536","20190702","식품","캡슐/POD커피",63.338328
"537","20190702","식품","건대추",0.087079
"538","20190702","식품","닭가슴살",108.654315
"539","20190702","식품","건강즙/녹용",14.999579
"540","20190702","식품","전복 생물",67.767051
"541","20190702","식품","옻/칡/쑥즙",0.779364
"542","20190702","식품","잡곡",7.440845
"543","20190702","식품","식혜/수정과",21.125312
"544","20190702","식품","콜라겐/코큐텐 영양제",3.765559
"545","20190702","식품","요거트/발효유",145.753254
"546","20190702","식품","양파/마늘즙",7.696424
"547","20190702","식품","백김치",15.980601
"548","20190702","식품","한방재료",0.771789
"549","20190702","식품","밀크티/티라떼",110.366633
"550","20190702","식품","기타 농산물",26.72024
"551","20190702","식품","김치류",448.658
"552","20190702","식품","갓김치",8.136291
"553","20190702","식품","허브차",3.482437
"554","20190702","식품","젓갈류",28.057861
"555","20190702","식품","카페용 초콜릿시럽",16.482885
"556","20190702","식품","도라지/더덕",9.490973
"557","20190702","식품","무김치",2.824338
"558","20190702","식품","홍삼절편/홍삼정과",0.195236
"559","20190702","식품","물김치",10.93639
"560","20190702","식품","건어물 쥐포",0.417512
"561","20190702","식품","반찬류",386.843017
