sm_cat,일시,qty,일 미세먼지 농도(㎍/㎥)
공기청정기,2018-04-10,357,37.96428571428572
공기청정기,2018-04-11,420,47.035714285714285
공기청정기,2018-04-12,372,35.03448275862069
공기청정기,2018-04-14,170,19.08333333333333
공기청정기,2018-04-16,383,39.10344827586207
공기청정기,2018-04-17,231,54.67857142857143
공기청정기,2018-04-18,280,61.7037037037037
공기청정기,2018-04-20,411,67.3103448275862
공기청정기,2018-04-21,241,50.06896551724138
공기청정기,2018-04-23,239,13.142857142857142
공기청정기,2018-04-24,236,11.666666666666666
공기청정기,2018-04-25,243,26.384615384615383
공기청정기,2018-04-26,254,34.17857142857143
공기청정기,2018-04-28,232,42.892857142857146
공기청정기,2018-04-30,363,46.48275862068966
공기청정기,2018-05-01,368,40.689655172413794
공기청정기,2018-05-02,484,23.363636363636363
공기청정기,2018-05-06,335,15.73076923076923
공기청정기,2018-05-07,389,22.62962962962963
공기청정기,2018-05-09,443,19.916666666666668
공기청정기,2018-05-10,320,28.48275862068965
공기청정기,2018-05-11,360,33.10344827586207
공기청정기,2018-05-12,353,23.041666666666668
공기청정기,2018-05-14,136,41.206896551724135
공기청정기,2018-05-16,409,25.166666666666668
공기청정기,2018-05-17,250,15.875
공기청정기,2018-05-18,244,15.105263157894736
공기청정기,2018-05-20,300,13.85
공기청정기,2018-05-21,211,17.96153846153846
공기청정기,2018-05-23,244,34.08
공기청정기,2018-05-24,282,78.20689655172414
공기청정기,2018-05-25,219,70.96551724137932
공기청정기,2018-05-26,245,52.27586206896552
공기청정기,2018-05-28,204,40.48275862068966
공기청정기,2018-05-30,406,30.55555555555556
공기청정기,2018-05-31,34,29.0
공기청정기,2018-06-03,43,30.11111111111111
공기청정기,2018-06-08,119,35.25
공기청정기,2018-06-14,76,21.28
공기청정기,2018-06-15,82,19.125
공기청정기,2018-06-20,47,27.48148148148148
공기청정기,2018-06-21,76,29.178571428571427
공기청정기,2018-06-22,35,26.37037037037037
공기청정기,2018-06-25,112,39.57142857142857
공기청정기,2018-06-26,77,28.68
공기청정기,2018-07-01,65,14.733333333333333
공기청정기,2018-07-02,106,13.285714285714286
공기청정기,2018-07-04,38,17.85
공기청정기,2018-07-06,31,10.071428571428571
공기청정기,2018-07-14,21,19.642857142857142
공기청정기,2018-07-18,58,31.56
공기청정기,2018-07-20,33,32.642857142857146
공기청정기,2018-07-22,19,26.4
공기청정기,2018-07-23,41,22.52
공기청정기,2018-07-24,48,25.72
공기청정기,2018-07-25,37,24.48
공기청정기,2018-07-26,32,28.48
공기청정기,2018-07-27,28,30.62962962962963
공기청정기,2018-07-28,41,27.5
공기청정기,2018-07-29,24,18.96
공기청정기,2018-07-30,16,14.047619047619047
공기청정기,2018-07-31,35,16.434782608695652
공기청정기,2018-08-01,41,21.8
공기청정기,2018-08-03,24,24.5
공기청정기,2018-08-05,15,20.0
공기청정기,2018-08-07,29,17.1
공기청정기,2018-08-08,27,19.0
공기청정기,2018-08-15,11,21.90909090909091
공기청정기,2018-08-18,11,16.714285714285715
공기청정기,2018-08-19,9,19.4
공기청정기,2018-08-22,14,20.48
공기청정기,2018-08-27,29,14.055555555555555
공기청정기,2018-08-28,57,13.45
공기청정기,2018-08-29,26,16.15
공기청정기,2018-08-30,22,15.727272727272728
공기청정기,2018-09-02,21,13.652173913043478
공기청정기,2018-09-06,38,24.0
공기청정기,2018-09-09,31,18.0
공기청정기,2018-09-11,31,14.842105263157896
공기청정기,2018-09-12,41,16.26086956521739
공기청정기,2018-09-13,27,17.96
공기청정기,2018-09-14,34,14.434782608695652
공기청정기,2018-09-15,8,14.166666666666666
공기청정기,2018-09-17,32,25.72
공기청정기,2018-09-20,16,15.136363636363637
공기청정기,2018-09-21,62,10.842105263157896
공기청정기,2018-09-24,53,17.384615384615383
공기청정기,2018-09-25,20,14.416666666666666
공기청정기,2018-09-27,48,11.8
공기청정기,2018-09-29,28,14.962962962962964
공기청정기,2018-09-30,45,18.44
공기청정기,2018-10-01,56,16.192307692307693
공기청정기,2018-10-02,36,20.5
공기청정기,2018-10-03,43,20.62962962962963
공기청정기,2018-10-04,58,19.703703703703702
공기청정기,2018-10-05,36,10.785714285714286
공기청정기,2018-10-06,21,22.5
공기청정기,2018-10-07,36,23.74074074074074
공기청정기,2018-10-08,57,19.666666666666668
공기청정기,2018-10-09,35,21.27586206896552
공기청정기,2018-10-10,51,18.14814814814815
공기청정기,2018-10-11,68,15.23076923076923
공기청정기,2018-10-12,31,18.76
공기청정기,2018-10-13,31,21.22222222222222
공기청정기,2018-10-15,103,40.44827586206897
공기청정기,2018-10-16,132,38.06896551724138
공기청정기,2018-10-17,113,26.26923076923077
공기청정기,2018-10-18,73,18.0
공기청정기,2018-10-19,52,17.318181818181817
공기청정기,2018-10-20,34,24.464285714285715
공기청정기,2018-10-21,50,27.11111111111111
공기청정기,2018-10-22,79,29.178571428571427
공기청정기,2018-10-23,84,30.0
공기청정기,2018-10-25,83,32.44827586206897
공기청정기,2018-10-26,51,27.96551724137931
공기청정기,2018-10-27,21,23.448275862068964
공기청정기,2018-10-28,44,20.91304347826087
공기청정기,2018-10-29,57,17.22222222222222
공기청정기,2018-10-30,63,17.607142857142858
공기청정기,2018-10-31,52,18.071428571428573
공기청정기,2018-11-01,161,21.96296296296296
공기청정기,2018-11-03,51,29.6896551724138
공기청정기,2018-11-05,186,35.96551724137931
공기청정기,2018-11-06,288,48.06896551724138
공기청정기,2018-11-07,487,41.46153846153846
공기청정기,2018-11-08,182,16.84
공기청정기,2018-11-09,165,29.857142857142858
공기청정기,2018-11-10,168,45.0
공기청정기,2018-11-11,324,38.03448275862069
공기청정기,2018-11-12,694,24.392857142857142
공기청정기,2018-11-14,213,24.23076923076923
공기청정기,2018-11-15,314,29.56
공기청정기,2018-11-16,351,33.464285714285715
공기청정기,2018-11-17,116,25.07407407407408
공기청정기,2018-11-18,104,25.928571428571427
공기청정기,2018-11-19,250,38.58620689655172
공기청정기,2018-11-21,232,34.17857142857143
공기청정기,2018-11-22,150,19.964285714285715
공기청정기,2018-11-23,110,21.857142857142858
공기청정기,2018-11-25,96,33.44827586206897
공기청정기,2018-11-26,129,38.06896551724138
공기청정기,2018-11-27,279,68.03448275862068
공기청정기,2018-11-28,324,101.75862068965516
공기청정기,2018-11-29,242,86.03448275862068
공기청정기,2018-11-30,306,69.62068965517241
공기청정기,2018-12-01,180,49.55172413793103
공기청정기,2018-12-03,336,33.758620689655174
공기청정기,2018-12-04,234,32.42307692307692
공기청정기,2018-12-05,199,25.51851851851852
공기청정기,2018-12-06,168,26.44
공기청정기,2018-12-07,143,19.814814814814813
공기청정기,2018-12-08,71,18.25
공기청정기,2018-12-09,99,18.41379310344828
공기청정기,2018-12-10,162,23.65384615384616
공기청정기,2018-12-11,166,26.73076923076923
공기청정기,2018-12-12,142,29.51851851851852
공기청정기,2018-12-14,74,23.814814814814813
공기청정기,2018-12-15,45,30.925925925925927
공기청정기,2018-12-16,50,31.14814814814815
공기청정기,2018-12-22,161,53.241379310344826
공기청정기,2018-12-23,235,38.06896551724138
공기청정기,2018-12-24,165,19.724137931034484
공기청정기,2018-12-25,84,25.93103448275862
공기청정기,2018-12-26,148,34.3448275862069
공기청정기,2018-12-27,95,19.517241379310345
공기청정기,2018-12-28,102,24.714285714285715
공기청정기,2018-12-29,84,26.17241379310345
공기청정기,2018-12-30,88,22.571428571428573
공기청정기,2018-12-31,289,28.77777777777778
공기청정기,2019-01-01,138,26.214285714285715
공기청정기,2019-01-03,113,24.928571428571427
공기청정기,2019-01-04,93,38.535714285714285
공기청정기,2019-01-05,102,47.3448275862069
공기청정기,2019-01-06,114,30.41379310344828
공기청정기,2019-01-08,86,36.75862068965517
공기청정기,2019-01-11,175,54.172413793103445
공기청정기,2019-01-12,110,55.57142857142857
공기청정기,2019-01-13,247,70.41379310344827
공기청정기,2019-01-17,574,32.310344827586206
공기청정기,2019-01-18,909,44.10714285714285
공기청정기,2019-01-19,222,57.10344827586207
공기청정기,2019-01-20,303,39.62068965517241
공기청정기,2019-01-21,294,29.27586206896552
공기청정기,2019-01-22,350,52.06896551724138
공기청정기,2019-01-23,281,58.82142857142857
공기청정기,2019-01-24,263,29.13793103448276
공기청정기,2019-01-25,235,32.892857142857146
공기청정기,2019-01-26,169,33.0
공기청정기,2019-01-27,199,27.17241379310345
공기청정기,2019-01-28,320,57.72413793103448
공기청정기,2019-01-30,170,46.96551724137931
공기청정기,2019-01-31,214,45.66666666666666
공기청정기,2019-02-02,116,46.37931034482759
공기청정기,2019-02-03,88,34.148148148148145
공기청정기,2019-02-05,124,83.58620689655173
공기청정기,2019-02-08,298,22.58620689655172
공기청정기,2019-02-09,106,26.379310344827587
공기청정기,2019-02-10,159,28.58620689655172
공기청정기,2019-02-11,268,27.41379310344828
공기청정기,2019-02-12,225,46.0
공기청정기,2019-02-14,278,32.370370370370374
공기청정기,2019-02-16,132,43.27586206896552
공기청정기,2019-02-17,158,31.5
공기청정기,2019-02-18,242,28.58620689655172
공기청정기,2019-02-19,320,23.615384615384617
공기청정기,2019-02-20,178,41.86206896551724
공기청정기,2019-02-21,265,55.82142857142857
공기청정기,2019-02-22,222,52.27586206896552
공기청정기,2019-02-23,293,47.96428571428572
공기청정기,2019-02-24,295,44.206896551724135
공기청정기,2019-02-25,421,50.93103448275862
공기청정기,2019-02-26,364,43.392857142857146
공기청정기,2019-02-27,279,43.206896551724135
공기청정기,2019-02-28,684,76.0
공기청정기,2019-03-01,317,91.60714285714286
공기청정기,2019-03-03,826,69.96153846153847
공기청정기,2019-03-04,1358,88.88
공기청정기,2019-03-05,3165,123.44
공기청정기,2019-03-07,1747,49.89655172413793
공기청정기,2019-03-08,1583,36.10714285714285
공기청정기,2019-03-10,1303,30.310344827586206
공기청정기,2019-03-11,1152,37.793103448275865
공기청정기,2019-03-12,854,50.93103448275862
공기청정기,2019-03-13,821,31.48275862068965
공기청정기,2019-03-15,392,31.814814814814813
공기청정기,2019-03-16,426,27.77777777777778
공기청정기,2019-03-17,683,28.107142857142858
공기청정기,2019-03-18,419,28.666666666666668
공기청정기,2019-03-19,500,40.71428571428572
공기청정기,2019-03-21,837,25.214285714285715
공기청정기,2019-03-22,273,35.10344827586207
공기청정기,2019-03-23,314,22.321428571428573
공기청정기,2019-03-24,160,23.24137931034483
공기청정기,2019-03-25,514,37.44827586206897
공기청정기,2019-03-26,418,44.37931034482759
공기청정기,2019-03-27,393,53.13793103448276
공기청정기,2019-03-28,440,44.892857142857146
공기청정기,2019-03-29,319,32.89655172413793
공기청정기,2019-03-30,173,27.06896551724138
공기청정기,2019-03-31,184,30.428571428571427
공기청정기,2019-04-01,338,22.517241379310345
공기청정기,2019-04-02,336,24.379310344827587
공기청정기,2019-04-04,232,32.827586206896555
공기청정기,2019-04-05,272,74.28571428571429
공기청정기,2019-04-09,316,22.33333333333333
공기청정기,2019-04-11,321,19.88888888888889
공기청정기,2019-04-12,228,30.785714285714285
공기청정기,2019-04-14,109,29.89655172413793
공기청정기,2019-04-16,195,37.71428571428572
공기청정기,2019-04-17,246,34.15384615384615
공기청정기,2019-04-18,159,28.0
공기청정기,2019-04-20,225,33.241379310344826
공기청정기,2019-04-23,177,40.035714285714285
공기청정기,2019-04-25,145,39.37037037037037
공기청정기,2019-04-26,118,14.142857142857142
공기청정기,2019-04-27,94,15.25
공기청정기,2019-04-29,201,17.96
공기청정기,2019-05-01,279,48.92592592592592
공기청정기,2019-05-02,303,56.62068965517241
공기청정기,2019-05-04,178,55.07142857142857
공기청정기,2019-05-05,264,48.92857142857143
공기청정기,2019-05-09,259,37.25
공기청정기,2019-05-11,264,39.60714285714285
공기청정기,2019-05-12,227,36.10344827586207
공기청정기,2019-05-14,86,38.11111111111112
공기청정기,2019-05-16,203,42.51851851851852
공기청정기,2019-05-17,228,35.785714285714285
공기청정기,2019-05-18,125,20.26923076923077
공기청정기,2019-05-20,198,28.76
공기청정기,2019-05-23,126,51.46428571428572
공기청정기,2019-05-25,111,48.62068965517241
공기청정기,2019-05-26,91,33.75
공기청정기,2019-05-27,99,19.181818181818183
공기청정기,2019-05-29,215,33.964285714285715
공기청정기,2019-06-01,60,26.321428571428573
공기청정기,2019-06-05,78,33.0
공기청정기,2019-06-06,62,39.88461538461539
공기청정기,2019-06-21,91,25.23076923076923
공기청정기,2019-06-24,57,18.26086956521739
공기청정기,2019-07-10,65,12.45
공기청정기,2019-07-12,72,14.92
공기청정기,2019-07-16,50,22.52
공기청정기,2019-07-17,66,26.035714285714285
공기청정기,2019-07-19,52,20.12
공기청정기,2019-07-23,59,20.84
공기청정기,2019-07-26,71,18.84210526315789
공기청정기,2019-07-31,30,13.666666666666666
공기청정기,2019-08-01,101,14.045454545454543
공기청정기,2019-08-03,43,21.625
공기청정기,2019-08-06,65,28.875
공기청정기,2019-08-09,44,20.91304347826087
공기청정기,2019-08-19,116,25.57692307692308
공기청정기,2019-08-25,16,19.45833333333333
공기청정기,2019-08-28,63,19.08
공기청정기,2019-08-29,56,23.846153846153847
공기청정기,2019-08-30,34,19.33333333333333
공기청정기,2019-08-31,19,16.6
공기청정기,2019-09-01,88,20.12
공기청정기,2019-09-02,73,19.84
공기청정기,2019-09-04,69,11.958333333333334
공기청정기,2019-09-05,88,16.0
공기청정기,2019-09-09,57,24.0
공기청정기,2019-09-10,25,22.26923076923077
공기청정기,2019-09-11,27,19.39130434782609
공기청정기,2019-09-12,30,12.73913043478261
공기청정기,2019-09-14,25,15.217391304347826
공기청정기,2019-09-15,36,15.666666666666666
공기청정기,2019-09-16,73,16.875
공기청정기,2019-09-17,59,19.52173913043478
공기청정기,2019-09-18,115,24.6
공기청정기,2019-09-19,72,23.36
공기청정기,2019-09-21,48,13.80952380952381
공기청정기,2019-09-22,178,14.444444444444445
공기청정기,2019-09-23,148,13.473684210526317
공기청정기,2019-09-25,123,23.681818181818183
공기청정기,2019-09-27,58,24.58333333333333
공기청정기,2019-09-28,25,24.77777777777778
공기청정기,2019-09-29,19,30.24137931034483
공기청정기,2019-10-01,82,33.0
공기청정기,2019-10-02,72,18.95
공기청정기,2019-10-03,56,22.0
공기청정기,2019-10-04,70,30.58333333333333
공기청정기,2019-10-05,47,27.09090909090909
공기청정기,2019-10-06,58,14.863636363636363
공기청정기,2019-10-07,130,11.714285714285714
공기청정기,2019-10-09,26,30.580422726015502
공기청정기,2019-10-10,77,21.96153846153846
공기청정기,2019-10-11,71,28.74074074074074
공기청정기,2019-10-12,62,25.77777777777778
공기청정기,2019-10-14,167,26.03846153846154
공기청정기,2019-10-17,86,24.96153846153846
공기청정기,2019-10-20,54,28.727272727272727
공기청정기,2019-10-21,209,30.68
공기청정기,2019-10-23,82,24.192307692307693
공기청정기,2019-10-24,113,24.464285714285715
공기청정기,2019-10-26,106,20.115384615384617
공기청정기,2019-10-27,86,20.0
공기청정기,2019-10-28,135,28.57692307692308
공기청정기,2019-10-31,91,62.11111111111112
공기청정기,2019-11-04,254,22.115384615384617
공기청정기,2019-11-05,164,29.20689655172414
공기청정기,2019-11-09,65,32.51724137931034
공기청정기,2019-11-10,89,30.821428571428573
공기청정기,2019-11-12,115,28.51851851851852
공기청정기,2019-11-14,79,19.928571428571427
공기청정기,2019-11-15,84,29.814814814814813
공기청정기,2019-11-17,67,29.296296296296298
공기청정기,2019-11-18,105,62.392857142857146
공기청정기,2019-11-20,90,19.928571428571427
공기청정기,2019-11-21,217,28.857142857142858
공기청정기,2019-11-22,89,31.714285714285715
공기청정기,2019-11-24,56,25.892857142857142
공기청정기,2019-11-26,96,21.0
공기청정기,2019-11-29,60,22.115384615384617
공기청정기,2019-12-01,76,26.75
공기청정기,2019-12-02,133,18.41379310344828
공기청정기,2019-12-04,80,24.892857142857142
공기청정기,2019-12-05,74,19.0
공기청정기,2019-12-08,50,33.44827586206897
공기청정기,2019-12-10,219,64.74074074074075
공기청정기,2019-12-11,368,52.17857142857143
공기청정기,2019-12-12,189,16.464285714285715
공기청정기,2019-12-15,85,27.428571428571427
공기청정기,2019-12-16,211,27.55172413793104
공기청정기,2019-12-17,101,24.79310344827586
공기청정기,2019-12-18,87,26.25
공기청정기,2019-12-19,110,20.103448275862068
공기청정기,2019-12-20,115,23.5
공기청정기,2019-12-21,61,29.48275862068965
공기청정기,2019-12-22,64,40.48275862068966
공기청정기,2019-12-23,112,37.03448275862069
공기청정기,2019-12-24,124,38.785714285714285
공기청정기,2019-12-25,102,34.22222222222222
공기청정기,2019-12-26,484,32.58620689655172
공기청정기,2019-12-28,55,32.86206896551724
공기청정기,2019-12-29,85,34.172413793103445
공기청정기,2019-12-30,135,24.296296296296298
공기청정기,2019-12-31,78,19.75862068965517
공기청정기,2018-03-10,42,31.428571428571427
공기청정기,2018-03-17,54,22.25
공기청정기,2018-03-18,81,29.03448275862069
공기청정기,2018-03-24,170,62.44827586206897
공기청정기,2018-03-28,758,40.46428571428572
공기청정기,2018-03-29,828,36.55172413793103
공기청정기,2018-03-30,513,37.41379310344828
공기청정기,2018-04-03,367,44.96153846153846
공기청정기,2018-04-04,215,19.41176470588235
공기청정기,2018-04-05,230,12.875
공기청정기,2018-04-08,272,32.62068965517241
공기청정기,2018-04-13,238,33.13793103448276
공기청정기,2018-04-15,483,89.51724137931035
공기청정기,2018-04-22,325,34.214285714285715
공기청정기,2018-04-27,180,36.81481481481482
공기청정기,2018-04-29,183,42.51724137931034
공기청정기,2018-05-03,347,34.130434782608695
공기청정기,2018-05-04,221,34.77777777777778
공기청정기,2018-05-05,188,33.0
공기청정기,2018-05-08,216,19.46153846153846
공기청정기,2018-05-13,172,18.51851851851852
공기청정기,2018-05-15,424,50.03448275862069
공기청정기,2018-05-22,260,22.517241379310345
공기청정기,2018-05-27,143,49.89655172413793
공기청정기,2018-05-29,155,33.96296296296296
공기청정기,2018-06-01,177,31.20689655172414
공기청정기,2018-06-02,51,31.0
공기청정기,2018-06-04,119,33.55172413793103
공기청정기,2018-06-05,76,33.827586206896555
공기청정기,2018-06-06,90,35.62068965517241
공기청정기,2018-06-07,138,38.72413793103448
공기청정기,2018-06-09,84,33.0
공기청정기,2018-06-10,324,15.947368421052632
공기청정기,2018-06-12,78,15.8
공기청정기,2018-06-13,51,21.807692307692307
공기청정기,2018-06-16,11,18.46153846153846
공기청정기,2018-06-17,39,25.24137931034483
공기청정기,2018-06-23,37,29.48275862068965
공기청정기,2018-06-24,36,37.51724137931034
공기청정기,2018-06-27,51,17.333333333333332
공기청정기,2018-06-28,65,15.8125
공기청정기,2018-06-29,43,21.6
공기청정기,2018-06-30,30,22.65217391304348
공기청정기,2018-07-03,70,15.22222222222222
공기청정기,2018-07-05,43,15.26086956521739
공기청정기,2018-07-07,103,13.5
공기청정기,2018-07-08,23,14.136363636363637
공기청정기,2018-07-09,41,9.904761904761903
공기청정기,2018-07-10,39,20.214285714285715
공기청정기,2018-07-11,50,24.115384615384617
공기청정기,2018-07-12,41,20.45833333333333
공기청정기,2018-07-13,56,17.625
